"382.38";"756.93";"309.33";"452.66"
"448.49";"519.28";"364.05";"364.05"
"362.18";"386.93";"233.05";"233.05"
"231.11";"273.04";"200.98";"213.15"
"212.18";"223.7";"203.44";"220.66"
"223.76";"373.87";"223.76";"319.69"
"321.35";"386.29";"309.61";"345.49"
"345.28";"349.32";"298.61";"303.89"
"305.21";"311.68";"274.68";"275.95"
"275.88";"351.16";"275.02";"328.24"
"327.82";"341.85";"313.7";"317.09"
"316.29";"317.47";"298.05";"298.05"
"296.1";"327.39";"293.5";"297.68"
"298.19";"306.52";"292.88";"297.86"
"297.97";"307.62";"290.21";"300.21"
"301.02";"460.53";"293.1";"460.53"
"458.67";"764.07";"458.67";"690.24"
"697.04";"1091.97";"625.16";"754.56"
"772.42";"858.96";"683.94";"712.87"
"723.7";"756.59";"573.47";"599.63"
"596.19";"734.88";"570.27";"690.88"
"690.96";"715.67";"651.32";"669.4"
"670.03";"697.32";"617.31";"628.11"
"627.06";"665.41";"624.3";"641.05"
"641.88";"646.93";"622.36";"625.32"
"625.89";"654.87";"589.63";"620.9"
"619.7";"626.88";"595.52";"596.18"
"596.13";"599.3";"528.32";"552.93"
"549.32";"604.69";"535.92";"575.21"
"576.25";"603.69";"572.14";"588.17"
"588.4";"645.52";"586.73";"622.17"
"621.96";"642.05";"560.58";"575.9"
"578.27";"617.41";"563.59";"607.43"
"608.26";"608.26";"500.75";"517.24"
"514.9";"550.95";"458.78";"541.71"
"541.28";"642.69";"539.96";"638.18"
"636.85";"707.98";"603.5";"652.86"
"654.37";"687.3";"557.5";"583.1"
"584.73";"586.18";"539.15";"547.47"
"546.48";"546.75";"484.09";"537.07"
"537.19";"556.25";"515.67";"537.81"
"539.03";"559.22";"505.01";"510.41"
"509.47";"519.2";"471.22";"503.61"
"504.22";"510.47";"367.04";"367.04"
"369.49";"448.39";"301.69";"424.02"
"424.49";"450.98";"388.2";"440.22"
"438.9";"438.9";"384.06";"419.86"
"422.09";"479.69";"422.09";"479.32"
"480.64";"550.41";"450.05";"527.88"
"526.74";"527.72";"471.09";"476.05"
"475.83";"480";"413.75";"416.26"
"417.92";"435.44";"402.77";"415.09"
"415.31";"432.96";"407.45";"428.5"
"428.8";"433.04";"419.25";"421.03"
"419.65";"450.13";"419.65";"445.8"
"445.36";"458.25";"441.83";"441.83"
"441.86";"460";"439.41";"457.31"
"456.71";"465.2";"433.5";"447.81"
"447.66";"447.92";"426.99";"436.77"
"436.64";"445.62";"432.53";"432.63"
"433.38";"436.94";"415.15";"415.15"
"415.87";"430.86";"411.84";"421.19"
"421.79";"421.79";"395.74";"404.18"
"404.2";"404.45";"354.55";"358.45"
"358.42";"371.19";"348.45";"355.75"
"355.44";"371.28";"354.96";"363.01"
"363.6";"364.88";"356.06";"360.78"
"360.09";"362.46";"337";"342.21"
"342.76";"342.76";"289.04";"314.16"
"313.22";"352.02";"311.7";"321.59"
"320.2";"321.26";"312.13";"314.9"
"315.47";"330.13";"310.71";"313.21"
"314.15";"323.08";"304.38";"321.46"
"321.54";"327.42";"317.35";"321.96"
"322.42";"323.59";"307.68";"314.95"
"315.26";"318.02";"310.52";"313.64"
"313.7";"394.96";"309.64";"371.73"
"373.65";"376.18";"313.77";"339.17"
"339.27";"339.27";"326.27";"330.81"
"330.9";"332.98";"323.08";"327.44"
"326.75";"328.45";"317.46";"323.36"
"323.5";"355.52";"323.5";"331.66"
"330.67";"332.28";"309.87";"315.6"
"315.9";"340.45";"311.48";"326.89"
"326.59";"334.38";"320.38";"332.13"
"332.11";"350.94";"331.21";"338.2"
"338.3";"372.81";"338.24";"367.57"
"369.54";"425.44";"369.06";"423.35"
"420.47";"526.12";"408.4";"451.92"
"458.45";"478.42";"417.62";"448.23"
"449.37";"454.07";"431.76";"439.05"
"438.3";"538.26";"437.91";"531.83"
"527.68";"610.39";"514.52";"587.22"
"587.32";"684.53";"577.86";"625.32"
"635.35";"642.05";"571.12";"620.45"
"619.91";"635.72";"579.13";"630.7"
"630.31";"657.34";"602.65";"602.65"
"602.68";"626.21";"602.45";"616.3"
"615.24";"646.38";"565.6";"622.46"
"622.31";"670.14";"619.26";"654.3"
"651.77";"1034.77";"651.77";"1007.42"
"1001.64";"1403.66";"910.72";"1340.45"
"1346.97";"2477.65";"1215.58";"1388.86"
"1381.82";"1501.16";"1043";"1353.99"
"1346.73";"1390.21";"1211.39";"1273.53"
"1269.79";"1326.39";"1191.98";"1212.4"
"1202.17";"1210.36";"876.57";"900.78"
"909.16";"1217.42";"863.98";"1185.48"
"1197.43";"1388.11";"1197.43";"1254.53"
"1260.95";"1262.34";"1144.08";"1172.05"
"1172.43";"1236.01";"1167.28";"1236.01"
"1220.78";"1224.15";"1140.88";"1176.97"
"1175.06";"1335.25";"1171.6";"1303.31"
"1302.23";"1683.81";"1299.95";"1683.81"
"1651.86";"1782.83";"1575.76";"1648.51"
"1634";"1656.55";"1535.77";"1571.27"
"1571.39";"1758.61";"1563.35";"1735.66"
"1722.93";"1742.4";"1607.79";"1622.57"
"1621.17";"1629.48";"1543.08";"1546.18"
"1541.63";"1673.23";"1332.14";"1359.71"
"1380.36";"1468.75";"1222.1";"1389.78"
"1381.81";"1482.68";"1300.46";"1462.68"
"1462.06";"1502.37";"1415.49";"1434.98"
"1435.36";"1649.3";"1420.6";"1559.93"
"1560.16";"1580.11";"1498.98";"1576.92"
"1580.16";"1623.16";"1498";"1501.85"
"1498.49";"1530.65";"1396.16";"1430.1"
"1430.71";"1454.73";"1323.75";"1330.93"
"1329.16";"1731.32";"1247.93";"1464.13"
"1464.63";"1526.4";"1353.9";"1410.06"
"1411.84";"1411.84";"1226.21";"1323.07"
"1320";"1453.49";"1316.85";"1423.38"
"1427.38";"1638.29";"1427.38";"1615.03"
"1616.99";"1702.53";"1497.94";"1607.65"
"1600.67";"2080.41";"1593.15";"1966.14"
"1974.66";"1974.66";"1678.06";"1815.43"
"1824.85";"1890.06";"1769.5";"1801.88"
"1812.33";"1939.93";"1806.65";"1862.88"
"1869.21";"2353.64";"1799.12";"2196.64"
"2199.06";"2918.93";"2160.92";"2805.89"
"2825.03";"4355.62";"2825.03";"3923.07"
"3909";"3909";"3038.01";"3267.17"
"3324";"3369.55";"1938.36";"2696.69"
"2746.95";"3479.71";"2684.82";"3257.08"
"3260.55";"3260.55";"2573.44";"2903.12"
"2929.35";"3099.62";"2755.6";"2954.69"
"2947.74";"3112.64";"2915.8";"3108.89"
"3108.32";"3108.32";"2771.05";"2889.52"
"2888.64";"2896.78";"2481.3";"2566.64"
"2587.3";"2922.41";"2389.04";"2779.95"
"2791.55";"2791.55";"2329.47";"2392.41"
"2376.96";"2627.95";"2350.03";"2533.01"
"2534.82";"2534.86";"2389.52";"2432.54"
"2434.5";"2867.14";"2434.5";"2711"
"2700.55";"2958.47";"2592.56";"2608.69"
"2608.87";"2610.2";"2359.3";"2430.18"
"2400.74";"2648.32";"2370.59";"2584.48"
"2583.71";"2829.69";"2481.36";"2786.65"
"2784.68";"3071.16";"2730.31";"2786.88"
"2786.6";"2810.32";"2275.07";"2421.47"
"2412.36";"2502.87";"2346.68";"2391.56"
"2390.02";"2961.2";"2332.48";"2895.38"
"2891.55";"2976.49";"2396.84";"2462.61"
"2475.9";"2648.23";"2413.33";"2620.99"
"2617.66";"2850.27";"2589.03";"2685.29"
"2687.1";"2746.61";"2490.04";"2553.32"
"2541.58";"2576.13";"2328.31";"2401.54"
"2406.86";"2406.86";"1555.97";"1772.07"
"1767.58";"1875.08";"1361.02";"1748.05"
"1752.27";"1893.47";"1696.25";"1756.75"
"1740.17";"1870.78";"1723.87";"1769.62"
"1784.26";"2124.45";"1780.45";"2032.12"
"2033.7";"2033.7";"1733.99";"1776.64"
"1794.46";"1815.42";"1525.5";"1621.92"
"1623.14";"1700.34";"1504.72";"1621.46"
"1622.15";"1703.34";"1575.42";"1639.13"
"1661.04";"1707.7";"1611.04";"1642.12"
"1637.19";"1678.63";"1500.37";"1603.9"
"1602.5";"1665.81";"1567.78";"1628.63"
"1636.41";"1762.34";"1636.41";"1746.25"
"1745.36";"1763.24";"1638.33";"1657.14"
"1657.69";"1662.07";"1468.17";"1470.55"
"1470.74";"1522.87";"1406.25";"1486.89"
"1491.12";"1503.3";"1214.88";"1274.35"
"1272.5";"1272.5";"980.78";"1191.14"
"1194.23";"1314.43";"1072.83";"1272.5"
"1273.17";"1286.98";"1101.31";"1165.38"
"1159.89";"1172.7";"839.95";"887.41"
"890.97";"978.91";"764.02";"974.52"
"971.08";"1040.49";"902.49";"957.96"
"951.57";"1345.2";"951.57";"1284.56"
"1273.87";"1342.41";"1206.39";"1312.11"
"1311.99";"1394.81";"1215.72";"1257.31"
"1255.59";"1306.2";"1197.87";"1217.64"
"1222.43";"1302.66";"1222.43";"1283.91"
"1285.23";"1289.42";"1205.73";"1231.98"
"1229.18";"1384.06";"1229.18";"1362.27"
"1358.65";"1400.71";"1330.18";"1375.81"
"1373.16";"1558.66";"1369.68";"1552.2"
"1548.48";"1568.64";"1517.14";"1551.39"
"1552.1";"1641.4";"1428.49";"1487.46"
"1483.34";"1553.81";"1483.34";"1534.77"
