"Temperatura";"Vlaga";"Vjetar";"Sunce";"O3";"NO";"NO2"
"30.9253";"37.8524";"2.14889";"955.93";"83.611";"0.79167";"3.62222"
"31.2231";"36.837";"2.19167";"920.15";"82.356";"1.31667";"3.09167"
"31.2196";"39.248";"2.48528";"960.63";"90.406";"1.13056";"5.1833"
"30.8121";"38.6428";"3.75583";"940.99";"77.483";"1.70278";"3.63611"
"30.505";"39.5056";"3.53083";"863.83";"87.167";"1.90278";"1.62778"
"30.4455";"41.3947";"2.99167";"458.37";"89.342";"0.75556";"2.60833"
"30.3485";"41.9149";"1.36278";"419.811";"84.392";"1.55278";"2.94167"
"30.8158";"40.4232";"0.72917";"830.18";"79.667";"0.183333";"4.05278"
"31.0918";"38.2394";"1.62389";"886.14";"78.539";"0.65833";"2.925"
"31.1968";"38.4275";"1.08333";"601";"85.017";"1.26286";"2.80857"
"31.1417";"39.6239";"0.9825";"422.993";"82.417";"0.94167";"4.825"
"31.2276";"38.9909";"1.34472";"315.844";"79.694";"0.84722";"3.925"
"31.1606";"40.1929";"1.46917";"434.227";"84.067";"0.88056";"3.25"
"30.9965";"39.6999";"0.76028";"824.43";"78.836";"1.54722";"3.04722"
"31.4319";"38.5254";"0.68111";"859.79";"81.767";"1.26944";"2.75278"
"31.9831";"36.4924";"1.45111";"818.72";"77.292";"1.92778";"2.98333"
"32.0638";"36.2533";"1.55556";"793.38";"78.486";"0.70556";"5.5056"
"31.9501";"36.258";"1.92778";"769.85";"79.131";"1.70833";"4.10278"
"31.8236";"35.8889";"2.7775";"758.88";"76.219";"2.84444";"3.46111"
"31.6591";"35.5013";"1.74889";"753.83";"80.994";"0.69167";"3.8"
"32.2068";"35.429";"1.75528";"733.25";"84.897";"1.10278";"4.54167"
"32.2125";"34.4892";"2.10028";"701.4";"79.764";"1.12778";"3.625"
"32.4184";"34.7556";"1.60917";"690.94";"86.658";"0.82778";"3.14722"
"32.3038";"36.0273";"1.32694";"671.93";"84.844";"2";"4.30278"
"32.3121";"36.776";"1.01667";"667.01";"81.514";"1.16944";"4.75556"
"32.3416";"38.0799";"0.91667";"651.28";"84.844";"1.19444";"5.0167"
"32.2392";"38.0202";"1.68306";"641.64";"81.833";"1.76389";"4.49167"
"32.0482";"38.5571";"1.43333";"634.26";"80.164";"0.91667";"4.91944"
"32.1454";"37.6235";"1.80694";"611.71";"80.278";"1.30833";"4.34722"
"32.4457";"36.209";"1.39944";"406.519";"77.936";"0.458333";"4.93889"
"32.4392";"35.62";"0.88778";"611.46";"87.494";"1.76389";"2.45556"
"32.6767";"35.8383";"2.32278";"595.84";"91.303";"1.38611";"4.27778"
"32.5247";"36.8366";"1.61111";"330.898";"91.442";"1.51111";"4.38889"
"32.3837";"36.9301";"2.04972";"595.67";"91.831";"2.07222";"3.87778"
"32.4614";"37.3188";"2.09528";"418.379";"94.611";"1.95833";"3.23889"
"32.3225";"38.5636";"2.12028";"139.685";"95.633";"1.40833";"3.225"
"31.9542";"38.5148";"2.20722";"164.271";"90.272";"1.78611";"3.16944"
"31.8908";"38.1471";"1.7775";"227.402";"92.292";"1.8";"2.56667"
"31.9536";"38.2409";"2.22444";"169.855";"94.119";"1.47222";"3.86111"
"31.872";"38.2878";"2.40722";"144.442";"92.667";"1.24444";"4.35"
"31.7645";"38.5588";"1.81194";"140.922";"93.547";"0.52778";"3.57222"
"31.724";"38.4672";"1.72028";"136.834";"92.436";"0.82222";"3.54167"
"31.816";"38.0369";"1.6025";"119.429";"91.264";"0.166667";"5.3194"
"32.0543";"37.1074";"1.9525";"131.233";"92.909";"2.03714";"4.03714"
"32.3294";"36.8741";"1.58417";"150.942";"96.25";"1.05833";"4.15278"
"32.4434";"36.564";"2.035";"244.121";"93.014";"1.1";"5.025"
"32.2465";"36.9054";"2.56444";"411.721";"97.133";"1.40278";"3.44444"
"32.0794";"37.0154";"3.40667";"316.81";"96.356";"1.96944";"3.98889"
"31.9996";"37.2526";"1.9375";"181.031";"98.914";"0.097222";"3.73889"
"32.0098";"37.3368";"2.8575";"149.92";"96.061";"0.81111";"3.47778"
"32.0197";"36.9386";"2.82389";"194.635";"96.75";"-0.066667";"4.00278"
"32.0495";"37.2832";"2.39194";"148.893";"100.922";"0.54444";"3.07222"
"32.0187";"37.5269";"2.31222";"148.036";"98.306";"0.83889";"2.65"
"32.0369";"37.446";"2.4325";"163.06";"97.853";"0.5";"3.41944"
"32.0137";"37.8242";"2.26444";"138.142";"98.892";"0.84722";"3.74444"
"31.8644";"38.4785";"1.86667";"136.578";"99.803";"0.98333";"4.49167"
"31.9089";"38.4325";"2.34111";"157.246";"97.747";"0.98056";"4.58611"
"31.7832";"38.105";"2.7625";"161.981";"97.122";"1.15833";"4.76111"
"31.9523";"37.9455";"2.13361";"164.54";"98.783";"1.48056";"4.13333"
"31.8583";"37.8088";"2.62944";"168.594";"96.689";"1.36944";"4.21389"
"31.832";"37.6838";"2.08083";"173.522";"101.431";"0.77778";"3.29444"
"31.8457";"38.8203";"2.49";"170.553";"103.397";"-0.069444";"5.025"
"31.6773";"40.3576";"2.55778";"164.601";"105.975";"2.60278";"2.47222"
"31.4444";"41.2287";"3.53861";"151.599";"104.658";"1.66944";"3.78611"
"31.332";"41.176";"3.13667";"140.432";"102.3";"1.48611";"2.74167"
"31.3092";"41.3989";"1.94417";"139.119";"103.091";"1.06857";"2.41143"
"31.2431";"40.9314";"2.71833";"142.233";"99.164";"0.92222";"3.26111"
"31.0744";"41.6066";"2.31472";"131.699";"103.617";"0.97778";"2.71111"
"31.0436";"41.6042";"1.70333";"118.78";"101.219";"0.89444";"3.05556"
"31.0343";"41.4045";"1.83333";"110.961";"100.375";"0.7";"2.64167"
"30.9325";"42.1638";"1.89972";"105.692";"97.275";"2.26111";"2.775"
"30.5239";"43.0844";"1.31194";"92.077";"93.981";"1.51667";"3.54167"
"30.403";"43.9859";"1.1325";"76.252";"94.3";"0.70278";"3.90556"
"30.3181";"44.7125";"1.04694";"58.357";"96.481";"0.76389";"4.42222"
"30.2188";"44.0436";"0.57417";"44.6766";"86.817";"1.22222";"2.78333"
"30.3566";"43.883";"0.70028";"37.8472";"95.514";"0.53611";"4.23056"
"30.4056";"44.0866";"1.155";"34.8242";"89.775";"0.069445";"5.1194"
"30.173";"43.7656";"1.09028";"32.2396";"87.831";"0.64722";"6.5667"
"30.3008";"41.6697";"1.49611";"29.4141";"87.158";"1.02222";"5.3972"
"30.3615";"41.2083";"1.95889";"26.6276";"90.153";"0.5";"5.9917"
"30.3618";"40.8522";"1.93889";"23.941";"90.089";"0.99444";"5.5694"
"30.3136";"40.9579";"1.885";"21.25";"91.744";"1.18889";"4.75278"
"30.2394";"40.6732";"2.05361";"19.1905";"90.314";"1.74167";"3.64444"
"30.1545";"41.0469";"1.28639";"17.3806";"93.486";"1.7";"3.69722"
"30.0458";"41.1285";"1.21";"16.2782";"90.011";"1.43889";"3.58889"
"29.824";"42.7741";"0.67611";"15.7444";"89.994";"0.454286";"4.57143"
"29.5951";"44.0013";"0.95806";"15.3233";"89.644";"1.25";"5.3806"
"29.3071";"43.5048";"1.36222";"14.9978";"86.947";"0.98889";"4.61111"
"29.2882";"43.4572";"1.29528";"14.7179";"91.275";"1.36111";"5.2528"
"29.1756";"43.8885";"1.9475";"14.4423";"87.867";"0.90556";"5.0083"
"29.0794";"44.6337";"1.60444";"14.2318";"92.792";"1.06944";"4.63056"
"28.9227";"45.4813";"1.25528";"13.941";"89.289";"2.09444";"4.175"
"28.8362";"46.4284";"1.00083";"13.7804";"91.014";"0.94444";"5.4028"
"28.7452";"46.6478";"1.15306";"13.5417";"85.333";"0.95556";"6.0889"
"28.6745";"46.8572";"1.125";"13.2227";"89.911";"1.54722";"4.07778"
"28.607";"47.1057";"0.835";"12.9796";"89.756";"1.15833";"4.84722"
"28.6033";"47.3754";"1.52944";"12.6476";"88.75";"1.28611";"6.4139"
"28.4972";"47.7674";"0.86306";"12.5065";"90.274";"0.225714";"5.2114"
"28.1795";"48.6107";"0.60306";"12.3806";"88.889";"1.7";"4.28611"
"28.1343";"48.9523";"0.469722";"12.1528";"93.408";"1.07222";"3.95"
"27.8856";"50.241";"0.78083";"11.8533";"90.342";"0.5";"4.10278"
"27.7329";"50.486";"0.67722";"11.645";"93.106";"1.67778";"4.51111"
"27.8175";"49.7821";"0.6525";"11.365";"86.142";"3.325";"5.3417"
"27.8158";"50.175";"0.88111";"11.2088";"91.817";"1.96389";"5.9361"
"27.8472";"49.5065";"0.71028";"11.072";"88.594";"-0.422222";"5.0667"
"27.8691";"49.0833";"0.93917";"10.9028";"87.592";"1.23611";"3.80833"
"27.893";"48.574";"0.82361";"10.8702";"89.444";"0.82222";"4.06389"
"27.8941";"49.3444";"0.88806";"10.7444";"92.192";"1.27222";"3.40278"
"27.6471";"49.5046";"0.83111";"10.714";"89.375";"1.32778";"3.52778"
"27.6359";"49.8192";"0.65806";"10.6467";"93.947";"1.43333";"3.27222"
"27.5786";"50.528";"0.465556";"10.447";"92.567";"1.4";"2.82222"
"27.3056";"51.261";"0.73028";"10.2496";"95.669";"1.93611";"1.50556"
"27.107";"52.34";"0.62306";"10.0456";"91.961";"1.29722";"2.81389"
"27.077";"52.217";"0.48";"9.7721";"92.831";"0.305556";"3.15833"
"27.0482";"53.408";"0.70167";"9.592";"90.731";"0.302778";"6.0472"
"26.9772";"54.435";"0.458333";"9.4292";"82.836";"0.70833";"7.2444"
"26.934";"55.024";"0.55083";"9.2101";"78.861";"1";"12.0472"
"26.7882";"55.613";"0.344444";"8.9714";"75.775";"1.30833";"10.4028"
"26.4918";"56.199";"0.190833";"8.6936";"77.886";"1.13056";"10.4278"
"26.3244";"56.716";"0.427778";"8.3941";"80.072";"1.15556";"8.7806"
"26.2402";"57.51";"0.59972";"8.1293";"76.144";"1.66111";"12.1389"
"26.1994";"57.325";"0.67639";"7.8299";"74.2";"0.380555";"12.7278"
"26.2826";"56.846";"0.76083";"7.6975";"71.019";"1.21111";"12.7278"
"26.2313";"57.732";"0.86361";"7.5977";"70.5";"0.436111";"14.975"
"26.0671";"59.099";"0.491944";"7.4674";"60.156";"1.86944";"17.2278"
"25.852";"60.288";"0.50667";"7.3611";"62.992";"1.56944";"19.7417"
"25.8155";"60.806";"0.452222";"7.1571";"55.492";"1.69722";"20.0333"
"25.7921";"60.598";"0.645";"6.9336";"61.578";"1.58611";"18.5194"
"25.8227";"60.145";"0.497778";"6.8641";"61.34";"0.73429";"17.0457"
"25.7194";"60.462";"0.55861";"6.8142";"54.006";"1.75";"19.225"
"25.556";"61.551";"0.61";"6.8207";"47.0667";"4.03056";"27.45"
"25.479";"61.916";"0.60861";"6.7079";"43.3083";"3.56389";"25.6917"
"25.4245";"62.265";"0.73889";"6.6189";"50.667";"3.7";"26.1417"
"25.4403";"62.415";"0.75833";"6.5777";"58.164";"2.15";"18.275"
"25.4418";"63.156";"0.460833";"6.4648";"62.483";"1.35278";"16.9639"
"25.3863";"63.606";"0.94194";"6.3411";"51.217";"1.38611";"18.7333"
"25.2847";"64.138";"0.86056";"6.2348";"53.831";"1.48611";"21.0361"
"25.1975";"65.309";"1.20556";"5.9787";"50.936";"2.71111";"19.2417"
"24.9362";"66.18";"0.81333";"5.8181";"59.986";"1.55833";"18.4056"
"24.7697";"66.75";"0.336667";"5.5838";"57.861";"1.38611";"15.8056"
"24.7513";"66.679";"0.496944";"5.4036";"59.264";"1.44167";"14.7222"
"24.7589";"66.739";"0.6525";"5.2539";"54.842";"1.08889";"14.7222"
"24.7522";"66.936";"0.98583";"5.1714";"52.408";"3.6";"17.9028"
"24.7841";"66.86";"0.68528";"5.1823";"51.431";"14.0944";"24.6111"
"24.7222";"67.106";"0.64083";"5.0933";"52.508";"3.75556";"24.2722"
"24.6593";"67.649";"0.52556";"5.0456";"44.1139";"3.98056";"22.5389"
"24.6719";"67.503";"0.80389";"5.0195";"48.5611";"3.91945";"23.4889"
"24.7107";"67.675";"0.65861";"5.0022";"44.0583";"3.54167";"21.8917"
"24.7263";"67.501";"0.489444";"5.0586";"53.25";"1.87778";"18.9722"
"24.612";"67.702";"0.845";"5.0282";"57.033";"1.64722";"12.2083"
"24.602";"68.085";"0.84389";"5.0738";"62.058";"2.78889";"14.4444"
"24.4592";"68.436";"0.456111";"4.96961";"46.6056";"3.36944";"18.8028"
"24.4286";"68.92";"0.375833";"4.8763";"47.1";"3.34444";"20.975"
"24.3431";"69.925";"0.60667";"4.68532";"57.075";"1.97778";"17.9944"
"24.2591";"71.238";"0.84306";"4.53558";"68.969";"0.86667";"9.4917"
"24.2183";"71.553";"0.74917";"4.55729";"71.219";"1.21389";"9.225"
"24.2331";"71.762";"0.815";"4.47482";"62.158";"1.53333";"10.1528"
"24.1984";"72.059";"0.69556";"4.44227";"66.981";"1.43333";"10.6194"
"24.1152";"72.145";"0.6125";"4.44661";"55.469";"1.35278";"11.1444"
"23.9724";"72.265";"0.78556";"4.24478";"69.392";"1.38611";"11.575"
"23.8974";"72.158";"0.63333";"4.12543";"54.478";"1.63056";"11.5167"
"23.8481";"72.235";"0.635";"3.99088";"59.886";"3.81111";"16.8972"
"23.8079";"72.442";"0.71583";"3.92794";"51.594";"1.73333";"14.5806"
"23.8279";"72.827";"0.496667";"3.88237";"60.128";"2.26111";"12.45"
"23.7971";"73.21";"0.50389";"3.84114";"50.586";"2.05833";"14.2778"
"23.7031";"74.045";"0.59056";"3.72829";"61.336";"2.70278";"15.1444"
"23.6031";"74.171";"0.445";"3.50911";"47.4889";"1.09167";"16.9361"
"23.6183";"74.214";"0.67167";"3.12716";"56.244";"1.28889";"11.275"
"23.5454";"74.53";"0.58806";"3.17057";"58.392";"1.57778";"11.6611"
"23.4462";"74.865";"0.795";"3.13584";"52.167";"1.27222";"15.8333"
"23.3919";"75.104";"0.5475";"2.9861";"55.297";"1.89167";"12.8556"
"23.377";"75.087";"0.88417";"2.86458";"51.261";"3.75";"11.6139"
"23.3466";"75.281";"0.79778";"2.85156";"61.922";"2.80833";"9.6639"
"23.3188";"75.632";"0.81833";"2.7973";"50.439";"1.38611";"11.3222"
"23.3466";"75.673";"0.79056";"2.73003";"61.517";"1.33889";"9.7778"
"23.1161";"75.848";"0.408333";"2.62152";"52.444";"1.06111";"9.2222"
"23.0226";"76.31";"0.65111";"2.5282";"59.022";"1.70278";"9.75"
"22.9748";"75.959";"0.8375";"2.51084";"56.814";"0.76389";"7.55"
"23.0608";"74.508";"0.51278";"2.39366";"61.425";"1.76944";"5.225"
"23.1816";"74.3";"0.87806";"2.33723";"59.889";"1.13056";"7.7917"
"23.2454";"74.229";"0.390556";"2.42187";"60.1";"0.57778";"8.1639"
"23.3138";"74.092";"0.81528";"2.4631";"56.444";"1.58056";"6.3583"
"23.3322";"74.144";"0.78972";"2.54123";"59.481";"1.56389";"7.875"
"23.2515";"74.624";"1.01917";"2.4197";"51.522";"2.15833";"9.9306"
"23.2029";"75.492";"0.449444";"2.41319";"60.183";"1.33056";"9.2333"
"23.0968";"75.249";"0.99222";"2.38932";"51.775";"1.71667";"8.8167"
"23.0762";"75.139";"0.469444";"2.41753";"58.564";"1.14167";"7.25"
"23.0979";"74.946";"0.58";"2.46527";"51.353";"-0.73611";"8.6111"
"23.0686";"75.17";"0.61917";"2.37195";"61.669";"1.18333";"8.0861"
"23.0738";"75.284";"0.63222";"2.36978";"52.589";"-0.488889";"8.8583"
"23.0139";"75.895";"0.76833";"2.25694";"64.456";"1.29722";"6.95"
"22.9865";"76.09";"0.57083";"2.23958";"56.369";"1.46111";"7.1417"
"23.0447";"75.805";"0.52889";"2.0703";"54.289";"1.76389";"10.1333"
"22.9688";"76.277";"0.78194";"2.08767";"47.575";"0.53889";"9.9167"
"22.8987";"76.951";"0.80278";"2.02907";"65.594";"2.15278";"6.9389"
"22.9089";"77.106";"0.60944";"2.06379";"65.275";"1.54722";"4.49722"
"22.7821";"76.801";"0.5925";"1.95312";"59.05";"-0.261111";"6.3417"
"22.7307";"77.156";"0.7875";"1.90537";"55.3";"1.74722";"6.2722"
"22.6944";"77.326";"0.65556";"1.77517";"61.322";"1.09167";"6.725"
"22.6691";"77.551";"0.9725";"1.79687";"60.358";"0.86944";"5.2972"
"22.6578";"77.392";"0.4575";"1.63628";"60.825";"1.95833";"5.8722"
"22.7422";"76.961";"0.90639";"1.62326";"59.292";"1.2";"4.05"
"22.7756";"77.024";"0.358889";"1.61024";"63.508";"1.86111";"4.60278"
"22.8817";"76.468";"0.77361";"1.61675";"55.453";"1.325";"5.425"
"22.8698";"76.947";"0.74139";"1.68836";"63.828";"1.16389";"5.5083"
"22.5992";"77.871";"0.56083";"1.76432";"52.761";"1.26111";"6.8972"
"22.4568";"78.487";"0.95917";"1.64713";"62.111";"0.255556";"7.6306"
"22.3494";"79.149";"0.72333";"1.54513";"56.264";"1.04167";"6.1944"
"22.3151";"79.031";"0.54444";"1.52777";"56.042";"1.28611";"5.7778"
"22.3598";"78.477";"0.58194";"1.39756";"53.931";"1.14722";"5.5944"
"22.3398";"78.435";"0.310278";"1.38237";"60.658";"1.52778";"4.63333"
"22.3194";"78.788";"0.52889";"1.29123";"56.019";"1.275";"5.0083"
"22.2743";"79.026";"0.58444";"1.26084";"54.369";"1.62778";"7.2722"
"22.2997";"79.208";"0.376667";"1.21961";"54.461";"1.11667";"7.4417"
"22.2569";"79.771";"0.69028";"1.13715";"53.922";"-0.063889";"7.8472"
"22.2635";"80.017";"0.75778";"1.14149";"54.531";"1.17778";"7.3583"
"22.135";"79.873";"0.58083";"1.046";"48.7222";"1.74167";"6.2278"
"22.1786";"79.638";"0.55139";"1.0243";"57.439";"1.5";"7.1972"
"22.2003";"79.445";"0.96306";"0.98524";"56.381";"0.91944";"9.8833"
"22.2075";"79.527";"0.9175";"0.95702";"48.1055";"1.37222";"9.0028"
"22.2598";"79.266";"0.89833";"1.03298";"54.403";"2.22778";"11.6056"
"22.4306";"78.178";"0.78";"1.05902";"51.494";"0.77222";"9.1056"
"22.4883";"78.09";"0.51806";"1.12412";"52.126";"0.305714";"9.36"
"22.4497";"78.355";"0.61778";"1.23914";"51.564";"1.28889";"8.5028"
"22.4193";"78.819";"0.60722";"1.30208";"54.839";"1.58333";"8.375"
"22.4191";"78.819";"0.78556";"1.32595";"53.917";"1.00833";"7.1611"
"22.326";"78.802";"0.50222";"1.23263";"53.211";"1.83889";"5.9583"
"22.3628";"78.676";"0.63056";"1.20442";"54.664";"1.84444";"6.5389"
"22.2507";"78.88";"0.57944";"1.19791";"55.344";"1.18056";"7.2889"
"22.2214";"79.083";"0.69361";"1.14583";"52.214";"0.64722";"8.7444"
"22.2303";"79.226";"0.74444";"1.1328";"52.411";"1.08056";"8.125"
"22.15";"79.479";"0.73778";"1.03949";"54.003";"0.78333";"7.9444"
"22.1417";"79.844";"0.389722";"1.03081";"50.011";"1.16389";"7.7361"
"22.2153";"79.557";"0.55194";"0.96353";"55.883";"1.69444";"6.55"
"22.1901";"79.996";"1.29694";"0.98741";"51.246";"0.64286";"6.5943"
"22.2181";"80.07";"0.81667";"0.89409";"58.725";"0.275";"7.0972"
"22.2127";"79.814";"0.5975";"0.91796";"49.7917";"1.025";"7.6083"
"22.2029";"78.786";"0.72111";"0.90494";"55.667";"0.54722";"6.4333"
"22.3108";"78.164";"0.58139";"0.92013";"49.7472";"0.344444";"7.9556"
"22.3105";"78.267";"0.65472";"1.00477";"59.175";"1.36111";"6.7528"
"22.2858";"78.566";"0.5925";"1.06119";"51.264";"0.094444";"6.525"
"22.2452";"78.839";"0.80861";"1.04166";"53.656";"1.69444";"5.7556"
"22.2431";"78.779";"0.79139";"1.01345";"47.9972";"1.06667";"7.0972"
"22.2925";"78.842";"0.373611";"1.05468";"54.719";"1.59444";"7.4222"
"22.332";"78.462";"0.53306";"1.15668";"48.0444";"1.10278";"7.225"
"22.3958";"78.206";"0.332222";"1.08723";"59.822";"0.76389";"7.0083"
"22.4069";"78.184";"0.361389";"1.15017";"-28.6917";"1.63889";"6.2139"
"22.3335";"78.143";"0.278056";"1.10242";"4.70556";"1.71667";"7.5083"
"22.2997";"78.326";"0.443333";"1.07855";"5.7278";"-0.108333";"8.2556"
"22.3049";"78.428";"0.65167";"1.06336";"228.531";"1.65";"6.8861"
"22.1684";"79.278";"0.60361";"1.04166";"537.86";"1.175";"5.925"
"22.0612";"79.857";"0.60694";"1.02213";"521.56";"1.97222";"6.1"
"22.0054";"79.952";"0.4175";"0.8203";"488.586";"1.41389";"5.5194"
"22.1612";"78.766";"0.52167";"0.89192";"103.831";"2.09444";"6.0556"
"22.2233";"78.673";"0.60111";"0.85069";"63.9";"1";"5.2"
"22.2263";"78.708";"0.461389";"0.88975";"60.342";"0.96944";"6.25"
"22.3568";"78.236";"0.56833";"0.95051";"62.497";"0.82222";"5.4639"
"22.1994";"78.21";"0.88";"0.95702";"59.175";"1.51389";"4.20278"
"22.304";"77.429";"1.18361";"0.95702";"63.178";"0.441667";"4.85"
"22.4924";"76.609";"0.58806";"1.13932";"58.844";"1.49722";"3.79444"
"22.5384";"76.439";"0.69806";"1.26301";"64.458";"2.39722";"3.65"
"22.5319";"76.519";"0.85111";"1.39756";"59.167";"1.20556";"3.96944"
"22.4855";"76.699";"0.58028";"1.38888";"62.031";"1.61111";"5"
"22.4084";"76.894";"0.66944";"1.41709";"55.114";"1.4";"5.475"
"22.51";"76.901";"0.60972";"1.39105";"59.992";"1.08333";"5.1222"
"22.5512";"76.605";"1.02361";"1.43011";"66.925";"1.37222";"4.23611"
"22.689";"75.942";"1.5125";"1.43228";"60.844";"0.266667";"4.09167"
"22.6944";"74.773";"1.45611";"1.46701";"65.339";"2.03333";"2.775"
"22.9017";"73.547";"1.15944";"1.69704";"65.267";"0.4";"3.16667"
"22.9473";"73.439";"1.07778";"1.91406";"63.776";"-0.023529";"3.61471"
"23.0289";"72.74";"1.48833";"1.97916";"66.139";"0.59722";"2.44444"
"23.1048";"72.202";"1.19917";"2.1289";"64.325";"1.05556";"3.00278"
"23.1304";"72.246";"1.06556";"2.30251";"69.011";"0.272222";"3.15"
"23.1944";"72.087";"1.16167";"2.4414";"63.839";"0.65278";"2.8"
"23.3075";"71.639";"0.88722";"2.51084";"67.564";"2.38056";"-0.302778"
"23.3455";"71.663";"0.93083";"2.64973";"62.572";"0.68056";"2.01944"
"23.2947";"72.484";"1.24444";"2.82768";"70.263";"0.471429";"3.02"
"23.3084";"71.369";"1.43083";"3.19878";"62.028";"1.89444";"2.47222"
"23.3461";"71.003";"1.36222";"3.6111";"71.036";"2.00556";"0.336111"
"23.2014";"71.741";"1.5975";"4.16883";"64.969";"1.42286";"0.44"
"23.411";"70.359";"2.24722";"5.1953";"65.769";"1.89722";"0.69444"
"23.7253";"68.588";"2.67861";"6.7014";"64.725";"1.16667";"1.78333"
"23.8275";"68.372";"1.71139";"8.3594";"70.308";"0.95833";"2.025"
"23.6209";"69.905";"1.80056";"10.0087";"68.631";"0.69444";"1.97778"
"23.4405";"70.929";"0.705";"11.684";"65.55";"2.15833";"1.89722"
"23.4013";"70.993";"1.68417";"13.6371";"64.15";"1.56944";"2.35556"
"23.5603";"70.53";"1.69417";"15.5165";"66.681";"0.95278";"2.86667"
"23.4436";"71.4";"2.00972";"17.8255";"67.336";"1.04444";"2.95556"
"23.1445";"72.285";"1.375";"20.0825";"63.942";"2";"2.66944"
"23.1248";"72.349";"0.81583";"22.2982";"63.95";"1.39722";"2.99444"
"23.1521";"72.078";"1.50056";"24.9479";"61.65";"1.52222";"2.59722"
"23.2819";"71.157";"1.73278";"27.8906";"65.822";"1.10278";"3.44722"
"23.5464";"69.8";"1.43722";"30.7378";"62.175";"1.85556";"3.46389"
"23.7294";"69.056";"1.66694";"33.8173";"66.454";"0.448571";"3.84"
"23.6437";"69.845";"1.21528";"36.1285";"65.111";"0.84167";"3.675"
"23.6328";"69.668";"1.88972";"39.1254";"67.542";"1.58333";"2.55278"
"23.7433";"69.6";"0.84222";"43.9692";"65.808";"1.64444";"2.29722"
"23.6997";"69.516";"1.31";"48.4809";"64.667";"0.99167";"3.37778"
"23.6204";"69.341";"1.00583";"52.201";"63.081";"0.56667";"3.66944"
"23.7129";"69.241";"1.03028";"56.207";"66.667";"1.33889";"3.125"
"23.7203";"69.889";"0.84444";"60.458";"61.744";"0.675";"4.8"
"23.6309";"70.563";"0.66528";"64.418";"64.336";"1.72778";"4.025"
"23.7865";"69.156";"0.58722";"68.513";"62.633";"1.65833";"6.0194"
"23.8717";"70.107";"0.498889";"72.196";"63.342";"1.45833";"5.45"
"23.768";"71.664";"0.73056";"75.447";"71.378";"0.95";"4.49722"
"23.7103";"71.568";"0.481111";"78.798";"58.944";"1.76667";"5.0556"
"23.7606";"71.05";"0.468889";"82.413";"60.725";"1.375";"6.775"
"23.8407";"70.165";"0.8525";"86.717";"53.631";"1.98056";"5.775"
"23.8294";"68.289";"0.8075";"90.007";"54.775";"1.96111";"6.2361"
"23.9462";"68.939";"0.6725";"95.677";"62.517";"0.80556";"5.8028"
"23.992";"69.155";"0.83417";"106.378";"63.581";"1.15833";"6.5833"
"24.1478";"68.479";"0.90139";"108.381";"60.364";"1.29722";"5.7833"
"24.2682";"67.661";"1.23694";"103.372";"61.06";"1.36571";"4.1"
"24.5252";"65.73";"1.74083";"105.716";"63.886";"2.88611";"2.59444"
"24.6975";"65.343";"1.60639";"108.863";"67.442";"0.88611";"3.01111"
"24.8559";"64.919";"1.885";"110.946";"66.375";"2.45556";"2.33889"
"24.9714";"63.703";"2.61694";"116.024";"61.631";"2.96111";"3.72222"
"25.1122";"63.793";"1.02278";"126.239";"67.45";"1.37778";"3.97778"
"25.0994";"63.89";"1.39833";"196.563";"66.725";"-0.25";"4.70556"
"25.1769";"62.398";"1.85667";"338.001";"65.103";"1.49444";"2.25278"
"25.4444";"61.888";"1.13611";"362.27";"65.728";"1.75833";"3.05556"
"25.6111";"62.159";"1.67167";"372.446";"69.128";"1.63056";"4.4"
"25.5289";"62.27";"1.68472";"383.531";"64.039";"1.34444";"3.65278"
"25.7344";"60.941";"2.11472";"394.104";"66.853";"-0.141667";"4.78055"
"25.7865";"60";"2.23056";"407.789";"62.547";"1.83611";"3.675"
"25.7489";"60.59";"1.7575";"421.211";"66.749";"2.38571";"3.20857"
"25.8455";"60.386";"2.34139";"433.717";"66.868";"0.96176";"3.72647"
"25.9316";"60.584";"2.36583";"445.432";"68.911";"1.73056";"2.725"
"25.8628";"60.654";"2.31167";"462.407";"65.35";"2.16944";"2.45278"
"25.9412";"60.352";"2.29722";"477.932";"68.178";"1.66111";"3.41944"
"25.872";"60.364";"1.85083";"485.547";"67.403";"1.98611";"3.09722"
"26.0232";"59.764";"1.51583";"493.42";"64.011";"1.28611";"4.025"
"26.2595";"59.351";"1.1925";"507.8";"73.417";"1.21944";"4.11667"
"26.3863";"58.71";"0.81111";"522.44";"64.297";"2.15556";"4.49167"
"26.4759";"58.256";"2.25528";"536.17";"65.933";"0.61111";"4.63333"
"26.3676";"58.519";"1.63611";"549.13";"70.556";"0.80278";"3.60556"
"26.6341";"58.014";"1.36417";"559.04";"67.028";"1.38611";"2.8"
"26.8088";"57.146";"1.90861";"569.66";"70.825";"1.53611";"3.33611"
"27.0319";"57.311";"1.50111";"581.87";"71.178";"2.22778";"2.28333"
"26.928";"57.066";"1.19111";"594.72";"67.706";"2.17222";"4.47222"
"27.1217";"56.071";"1.64278";"609.27";"71.831";"1.88333";"3.95556"
"27.0684";"55.942";"1.90111";"624.06";"65.039";"2.31111";"3.04444"
"26.8787";"56.851";"1.65167";"637.3";"75.069";"1.48333";"2.54722"
"27.2055";"55.094";"2.03333";"644.94";"68.156";"0.99444";"3.10833"
