"Temperatura";"Vlaga";"Vjetar";"Sunce";"O3";"NO";"NO2"
"33.5566";"29.5059";"0.5225";"1169.96";"83.058";"1.70833";"4"
"33.8546";"29.5373";"0.9425";"1167.46";"80.939";"0.58889";"6.2667"
"33.8487";"30.4197";"1.3075";"1167.44";"81.892";"1.57778";"5.8694"
"33.8783";"29.7606";"1.61583";"1167.59";"83.781";"1.26111";"4.41389"
"33.7428";"29.8019";"0.74861";"1165.97";"87.311";"1.67778";"3.86389"
"33.4429";"29.8403";"0.64778";"1167.87";"89.692";"1.20833";"3.52778"
"33.8066";"29.7229";"0.855";"1170.27";"89.317";"1.08056";"3.48333"
"34.1552";"28.8824";"0.97333";"1166.59";"90.883";"0.675";"3.68889"
"33.939";"29.4086";"0.83111";"1167.57";"90.892";"0.280556";"4.39722"
"34.232";"29.0282";"0.61139";"1166.08";"89.631";"0.191667";"6.3056"
"34.566";"29.3572";"1.59722";"1168.4";"87";"1.45278";"5.6139"
"34.4212";"28.7813";"1.27056";"1168.96";"89.456";"0.61667";"3.15"
"34.1419";"28.7487";"1.27306";"1167.08";"90.369";"0.411111";"3.65556"
"33.9872";"28.4249";"0.88944";"1169.92";"92.303";"1.2";"4.28056"
"34.3034";"28.6942";"0.91833";"1168.56";"89.303";"2.96944";"1.55"
"34.7068";"27.6115";"0.81083";"1161.85";"87.953";"1.59167";"3.65278"
"34.5304";"27.3533";"0.97833";"1169.44";"87.561";"2.275";"4.61111"
"34.5625";"27.9772";"0.70722";"1173.57";"82.447";"1.14167";"2.64722"
"34.9898";"29.1667";"1.51417";"1174.3";"81.464";"2.39444";"3.75"
"35.0386";"27.0462";"1.20472";"1178.83";"78.697";"1.61389";"4.80833"
"34.8995";"27.7266";"1.23583";"1175.49";"80.658";"1.25278";"2.05278"
"35.3205";"26.7381";"0.90417";"1181.6";"78.033";"1.76111";"1.97778"
"35.3121";"26.7678";"1.59333";"1183.22";"70.878";"1.71389";"4.73889"
"35.4607";"26.6649";"1.25694";"1182.78";"71";"1.27778";"1.77778"
"35.607";"26.0686";"1.48806";"1178.04";"67.778";"1.16389";"2.99444"
"35.6276";"26.4798";"1.61556";"1179.1";"68.622";"1.51667";"3.97222"
"35.6957";"25.5293";"1.09444";"1172.55";"69.492";"1.51389";"3.81667"
"35.1204";"25.7765";"1.20639";"1170.35";"74.781";"0.96944";"0.95833"
"34.9894";"26.0247";"1.13861";"1168.18";"75.419";"1.37222";"0.83889"
"35.1243";"25.8982";"0.95889";"1164.96";"74.825";"1.23056";"1.33056"
"35.1925";"25.714";"1.46889";"1160.97";"73.617";"2.26389";"-0.158333"
"35.0992";"25.5951";"1.41";"1161.28";"74.561";"0.93889";"0.430556"
"35.0966";"25.8418";"1.08333";"1171.99";"73.45";"0.477778";"0.575"
"35.5983";"25.0801";"1.04333";"1177.81";"66.458";"4.33889";"4.40556"
"35.6311";"24.5794";"1.40556";"1174.52";"72.447";"1.03333";"1.09167"
"35.424";"24.5916";"1.38583";"1173.21";"72.172";"0.77778";"1.15278"
"35.3526";"24.8266";"1.55167";"1054.57";"72.231";"0.66111";"1.61389"
"36.0228";"24.6806";"0.95278";"625.6";"70.422";"0.84722";"1.15"
"36.2626";"23.6586";"0.76167";"232.776";"70.608";"2.23333";"-0.294444"
"35.9121";"24.6239";"1.33583";"241.12";"71.75";"1.79722";"-0.427778"
"36.1309";"24.6059";"1.54278";"637.32";"68.633";"1.13333";"1.29167"
"36.2493";"24.4798";"1.83778";"1060.49";"69.872";"1.11111";"0.87222"
"36.2585";"25.0933";"1.63944";"1163.93";"69.809";"1.83143";"0.99429"
"35.8761";"24.4967";"1.945";"1155.76";"72.867";"1.19444";"2.19722"
"35.4405";"25.1636";"2.04722";"1142.57";"74.414";"1.16389";"0.58889"
"35.3418";"25.2602";"1.49833";"1136.95";"74.036";"0.497222";"2.14722"
"35.6296";"24.5985";"2.33944";"1129.49";"75.114";"0.825";"1.20556"
"35.7365";"24.5992";"1.33917";"1115.04";"74.372";"1.11667";"0.94722"
"36.2046";"24.4199";"1.11889";"1102.84";"73.344";"0.013889";"1.39722"
"36.3405";"24.5569";"1.17417";"1090.94";"70.914";"1.15";"2.55278"
"36.2778";"24.5069";"1.87444";"1077.5";"72.417";"1.23889";"2.21944"
"36.2862";"25.0313";"1.17917";"1074.67";"73.114";"1.14167";"1.74722"
"36.3772";"24.6133";"0.96";"1073.94";"71.478";"1.07222";"2.03611"
"36.6172";"23.8264";"1.44889";"1067.01";"70.769";"1.46667";"3.66944"
"35.9043";"25.3331";"1.51389";"1065.22";"73.597";"1.24444";"1.23333"
"36.1122";"24.3457";"1.00806";"1064.57";"72.731";"0.375";"2.06667"
"36.0458";"24.1502";"1.41694";"1063.23";"73.642";"0.75833";"1.84167"
"35.9184";"24.4225";"1.31028";"1077.15";"73.925";"1.47778";"0.63889"
"35.7884";"24.6749";"2.11667";"1073.03";"74.311";"1.57222";"0.53889"
"36.0035";"24.5332";"1.17278";"862.2";"73.811";"0.341667";"1.55833"
"36.2467";"24.1022";"1.38222";"1044.79";"70.05";"1.69444";"3.85"
"36.5375";"24.1497";"0.81667";"1056.68";"71.719";"0.9";"2.09722"
"36.7372";"24.232";"0.92333";"1055.31";"70.411";"0.94167";"2.23889"
"36.6398";"23.6823";"0.94";"1052.96";"72.253";"1.5";"1.32222"
"36.4388";"23.7205";"0.79";"1055.65";"74.181";"1.25278";"0.60278"
"36.7734";"23.5041";"1.165";"1042.85";"70.956";"2.56111";"2.93611"
"36.9002";"24.5857";"1.37389";"974.42";"67.442";"3.89722";"6.0056"
"36.9457";"24.6827";"1.67361";"629.24";"73.733";"0.83333";"2.00833"
"36.5061";"26.0386";"1.53194";"238.023";"72.647";"3.25";"2.53889"
"35.7626";"27.38";"1.71806";"408.607";"77.094";"2.18333";"0.53056"
"35.5612";"27.6452";"3.03667";"1049.52";"79.431";"1.74444";"0.625"
"35.8351";"27.7077";"3.01028";"972.03";"79.692";"1.75";"2.81667"
"35.8748";"28.4243";"3.13611";"895.49";"78.086";"2.65";"1.88889"
"35.752";"27.7118";"2.65639";"1047.91";"79.842";"0.50833";"2.2"
"35.9514";"27.2548";"2.85917";"1038.15";"80.397";"1.19444";"0.86389"
"35.7826";"27.6784";"2.79833";"869.32";"79.483";"1.31667";"1.3"
"35.6563";"28.4156";"2.42222";"285.469";"78.142";"1.00833";"1.61111"
"35.2209";"29.5694";"1.93333";"234.46";"77.578";"0.136111";"2.31111"
"35.076";"29.6387";"2.43167";"611.31";"74.742";"1.57222";"2.58889"
"34.9959";"29.2656";"2.735";"665.76";"74.247";"2.20278";"4.52222"
"35.0744";"28.7821";"2.61333";"849.07";"78.236";"1.71667";"2.31389"
"35.2244";"28.2428";"2.78361";"824.83";"79.456";"0.425";"2.86111"
"35.4054";"28.9585";"2.4125";"819.85";"76.892";"1.73889";"3.475"
"35.5532";"28.7292";"2.84722";"798.82";"74.219";"1.89444";"3.08333"
"35.4935";"28.6888";"2.41056";"792.42";"77.544";"1.19722";"3.45833"
"35.5033";"29.0953";"1.78806";"785.58";"75.553";"1.78056";"3.55"
"35.5132";"28.3787";"2.61694";"770.47";"79.547";"1.10556";"2.00556"
"35.525";"28.5208";"1.92278";"762.83";"79.128";"1.31111";"2.13333"
"35.6691";"28.651";"2.02833";"741.19";"78.822";"1.48056";"2.34444"
"35.6981";"28.9097";"2.39";"729.24";"78.181";"1.97778";"1.65556"
"35.7036";"28.7982";"2.55944";"710.34";"79.053";"2.26667";"1.76944"
"35.5553";"29.633";"2.69472";"686.92";"78.061";"0.91111";"2.75833"
"35.2509";"29.6608";"1.95694";"689.13";"79.556";"2.10556";"1.53889"
"35.3249";"29.7279";"2.14167";"684.96";"78.875";"0.87778";"2.75"
"35.3038";"29.1315";"2.17306";"680.23";"78.603";"1.325";"2.49722"
"35.2999";"29.3655";"1.87417";"667.32";"79.369";"1.87778";"1.99167"
"35.258";"29.9826";"2.39778";"556.18";"76.456";"1.41389";"1.74722"
"34.985";"30.6005";"3.02917";"173.733";"77.917";"0.95";"1.675"
"34.3422";"31.4625";"2.6175";"97.426";"78.586";"2.05833";"0.297222"
"33.8681";"31.9835";"2.66194";"305.499";"78.319";"1.56389";"0.50278"
"33.9286";"32.434";"2.32056";"161.986";"75.831";"0.96667";"2.81945"
"33.8043";"32.3177";"2.98389";"80.757";"78.264";"0.95556";"1.63889"
"33.4933";"32.9846";"2.97722";"54.24";"79.439";"-0.069444";"2.78611"
"33.1571";"33.5855";"2.22667";"49.0126";"78.672";"0.73056";"1.91111"
"33.0382";"33.8451";"2.71806";"49.5226";"77.858";"1.17222";"2.07222"
"32.8889";"33.8064";"2.6975";"50.1";"78.919";"0.144444";"1.35556"
"32.8112";"33.5558";"2.6525";"49.9913";"78.025";"0.455556";"2.275"
"32.7072";"33.4603";"2.03222";"51.02";"79.319";"0.96944";"2.65"
"32.5464";"33.8598";"1.47056";"52.344";"77.52";"0.351429";"1.77429"
"32.5082";"34.0265";"1.48361";"53.097";"77.131";"0.99444";"2.25556"
"32.3991";"34.4262";"1.91167";"52.856";"76.753";"0.86111";"1.625"
"32.4245";"34.6723";"0.87861";"55.519";"75.903";"1.725";"2.39722"
"32.4277";"34.7643";"1.60806";"72.507";"75.508";"1.66944";"1.56389"
"32.436";"34.7331";"2.18167";"92.42";"76.386";"0.83333";"3.07778"
"32.2656";"34.7177";"1.63611";"102.875";"77.931";"1.36286";"2.21714"
"32.2476";"34.9792";"1.9475";"136.024";"77.558";"1.86667";"2.55556"
"32.2376";"35.3817";"1.46861";"143.121";"79.05";"1.42778";"1.71667"
"32.2174";"35.8822";"1.15611";"126.71";"76.661";"1.04444";"1.45278"
"32.1467";"36.7752";"0.82028";"97.261";"73.969";"0.95278";"2.38889"
"32.0933";"37.1033";"1.10556";"60.106";"74.025";"1.80556";"3.1"
"32.0315";"37.9151";"0.62028";"41.161";"72.356";"1.89167";"2.39444"
"31.8461";"38.487";"1.10583";"40.0282";"70.292";"0.875";"4.06667"
"31.8503";"38.6504";"0.90194";"45.7031";"72.353";"1.47222";"3.03889"
"31.7322";"39.1489";"1.22111";"49.5551";"71.733";"0.64444";"4.38889"
"31.5171";"39.1074";"0.80611";"47.398";"74.142";"0.258333";"3.04722"
"31.4961";"39.5946";"0.96278";"44.6875";"73.628";"1.65278";"2.02222"
"31.4123";"39.8943";"0.402778";"50";"71.969";"1.13056";"2.925"
"31.4119";"40.1884";"0.92472";"52.908";"71.564";"1.225";"2.875"
"31.3283";"40.1947";"1.11806";"51.109";"72.556";"0.87222";"2.58333"
"31.3967";"39.4167";"1.54389";"46.3086";"74.686";"1.59167";"2.16667"
"31.4551";"39.5415";"0.69472";"44.5746";"73.081";"-0.069444";"4.03333"
"31.3401";"40.615";"0.72667";"44.4618";"69.183";"1.57222";"4.675"
"31.2956";"39.7405";"0.52917";"43.0121";"75.036";"1.66667";"3.03889"
"31.3652";"42.0527";"1.05861";"38.1098";"64.472";"1.30556";"6.9861"
"30.957";"42.9915";"0.86167";"37.2005";"53.783";"1.95";"12.7444"
"30.7832";"43.2498";"1.10139";"40.2148";"60.833";"1.20278";"8.2194"
"30.6519";"43.2474";"1.09194";"49.1081";"61.417";"1.45143";"8.1257"
"30.6888";"43.4106";"1.2";"50.699";"61.003";"2.11944";"7.2028"
"30.5599";"43.9444";"1.04139";"52.242";"58.678";"1.50833";"9.2389"
"30.5744";"43.1174";"1.155";"53.626";"63.094";"1.375";"6.8972"
"30.678";"42.8572";"1.16278";"51.938";"64.364";"0.93889";"7.1444"
"30.6975";"42.8642";"0.95194";"50.92";"62.983";"1.74444";"7.7194"
"30.7281";"43.2956";"1.00778";"45.23";"59.897";"2.44722";"9.0306"
"30.7526";"43.3822";"1.005";"44.5117";"58.306";"1.87941";"10.7971"
"30.7166";"43.7915";"0.98194";"43.01";"55.847";"1.81389";"11.4611"
"30.5946";"43.6908";"1.32556";"43.1575";"59.781";"2.29444";"10.5361"
"30.5738";"43.6534";"1.21417";"41.9097";"65.631";"1.73611";"7.5833"
"30.5516";"44.0773";"1.14667";"44.1406";"67.544";"0.53333";"5.6444"
"30.4648";"44.3494";"1.26806";"46.2934";"68.35";"1.80833";"4.41944"
"30.4518";"44.0888";"0.94361";"46.4323";"70.942";"1.33889";"3.70556"
"30.5065";"44.0115";"0.96944";"44.2187";"71.309";"1.75143";"2.68857"
"30.4375";"45.0647";"0.6675";"39.8459";"69.164";"0.97222";"3.70833"
"30.3809";"45.5543";"0.467222";"33.4983";"66.672";"1.36944";"4.55"
"30.3624";"45.3546";"0.455555";"29.2925";"66.909";"1.04571";"4.86572"
"30.2769";"46.0369";"0.262778";"27.2049";"65.136";"2.65833";"3.95"
"30.0273";"47.0317";"0.369722";"25.9158";"63.189";"0.91667";"5.3444"
"29.9097";"47.8368";"0.75694";"25.4687";"56.164";"1.325";"10.4778"
"29.8071";"47.4227";"0.61972";"24.7483";"60.161";"2.01111";"7.6722"
"29.7654";"48.1983";"0.55944";"22.6172";"57.472";"1.05556";"8.7417"
"29.7684";"47.8162";"0.83778";"17.1506";"52.714";"1.08611";"11.2472"
"29.8329";"47.4173";"0.81639";"15.5339";"56.122";"1.56389";"8.9028"
"29.7001";"47.6319";"0.62139";"15.3125";"57.95";"1.19167";"8.3722"
"29.6265";"48.3273";"0.80833";"15.0651";"58.194";"1.86389";"7.2"
"29.5788";"48.5996";"0.464167";"14.9501";"55.728";"1.33889";"7.875"
"29.4998";"49.6795";"0.78778";"14.6962";"49.9917";"1.175";"10.9083"
"28.9987";"51.805";"1.6575";"14.3316";"35.1083";"0.408333";"19.6806"
"28.8563";"50.73";"1.23028";"13.8954";"54.817";"1.02778";"8.9611"
"28.8095";"51.035";"0.89972";"13.6784";"57.628";"0.975";"7.3222"
"28.77";"51.039";"1.15806";"13.3963";"56.256";"1.33056";"9.1889"
"28.7502";"51.347";"0.97083";"13.0556";"54.611";"1.44722";"9.9722"
"28.6076";"52.524";"0.61861";"12.845";"50.581";"1.56389";"11.7278"
"28.5534";"52.514";"0.61583";"12.5391";"45.6944";"1.14722";"14.2972"
"28.5182";"52.47";"0.63611";"12.3286";"45.9583";"2.00556";"14.2972"
"28.5475";"52.755";"0.58861";"12.1007";"43.9778";"1.68611";"16.125"
"28.5516";"52.673";"0.294722";"11.9835";"42.3695";"1.80833";"16.4889"
"28.2895";"53.427";"0.282222";"11.7773";"41.9861";"2.04722";"16.55"
"28.1905";"53.529";"0.278611";"11.5386";"40.2861";"1.31667";"15.4139"
"28.1059";"53.282";"0.405833";"11.3346";"47.8945";"1.39444";"10.3556"
"28.0783";"53.031";"0.82861";"11.1914";"49.5111";"1.18333";"8.8111"
"28.0035";"53.722";"0.91194";"11.0286";"49.7472";"1.87222";"7.1722"
"27.8277";"54.105";"0.74611";"11.0308";"47.8778";"1.76389";"9.0944"
"27.8218";"53.159";"0.70528";"10.7964";"53.061";"1.66389";"6.5111"
"27.9234";"53.147";"0.57667";"10.9006";"55.528";"0.433333";"6.3167"
"27.8505";"54.549";"1.06528";"10.9115";"48.4222";"0.6";"8.4167"
"27.6434";"55.77";"1.42778";"10.7791";"36.6914";"1.68286";"15.6714"
"27.4486";"56.098";"0.85028";"10.6554";"39.175";"0.51667";"14.45"
"27.431";"55.075";"0.70333";"10.4536";"45.78";"1.92286";"10.5543"
"27.4219";"55.683";"1.05472";"10.2995";"43.9167";"1.71667";"11.0833"
"27.2203";"56.449";"0.80222";"10.1758";"39.9194";"2.71944";"12.575"
"27.1026";"56.25";"0.72917";"10.0977";"43.625";"1.80833";"10.8"
"27.0666";"56.234";"1.08889";"9.9783";"43.3028";"0.95556";"11.0389"
"27.1";"56.612";"1.09056";"9.7656";"39.825";"1.35";"11.725"
"27.1482";"55.862";"1.1175";"9.6441";"39.5972";"1.54167";"12.1167"
"27.2279";"55.111";"0.97972";"9.5291";"44.9555";"1.80278";"9.5944"
"27.2713";"55.169";"0.429167";"9.5573";"45.6083";"1.81944";"9.3278"
"27.2114";"55.576";"0.266389";"9.5356";"44.2528";"1.49444";"8.5972"
"27.1085";"55.671";"0.479167";"9.4661";"42.9389";"0.73889";"10.0194"
"27.0245";"55.854";"0.354722";"9.3728";"42.5889";"0.83056";"9.9444"
"26.9651";"56.128";"0.55056";"9.2253";"44.9333";"0.85556";"8.5194"
"26.9349";"56.262";"0.65694";"9.0278";"46.65";"1.28333";"7.0833"
"26.8583";"56.248";"0.74389";"8.954";"48.5861";"1.07222";"6.4694"
"26.855";"56.541";"0.63861";"8.9171";"46.8389";"0.97222";"7.7667"
"26.8099";"56.984";"0.73111";"8.8173";"42.7889";"1.475";"9.5"
"26.7493";"57.467";"0.78389";"8.7305";"37.85";"1.36944";"13.2028"
"26.7587";"57.37";"0.86083";"8.6415";"42.0917";"2.33056";"9.7306"
"26.7776";"56.896";"0.82139";"8.6632";"44.8722";"2.35";"7.5"
"26.6369";"56.696";"0.55306";"8.635";"46.1055";"1.16111";"6.9194"
"26.6491";"56.739";"0.272222";"8.6502";"47.4528";"1.53611";"6.1444"
"26.6113";"56.727";"0.55028";"8.572";"46.875";"1.38889";"6.075"
"26.5382";"56.674";"0.468889";"8.4787";"50.147";"1.90278";"4.41667"
"26.4518";"56.728";"0.72639";"8.4288";"50.978";"1.16111";"4.60278"
"26.4078";"56.957";"0.95611";"8.3811";"50.458";"1.8";"4.63056"
"26.3854";"57.04";"0.97806";"8.3073";"49.1639";"1.11667";"5.3889"
"26.3579";"57.149";"0.67194";"8.2812";"46.3055";"1.03889";"6.5583"
"26.3418";"57.626";"0.70972";"8.2878";"44.8278";"1.03333";"7.1806"
"26.2904";"58.024";"0.83583";"8.1163";"42.7139";"0.86111";"8.2"
"26.1092";"58.17";"0.95722";"7.9948";"37.9278";"1.43611";"10.7722"
"26.0176";"58.741";"0.89944";"7.7908";"38.9972";"1.03333";"10.8972"
"25.9299";"58.89";"0.75389";"7.6693";"36.575";"1.25";"11.4694"
"25.8887";"58.41";"1.00972";"7.576";"37.3361";"0.99444";"12.4194"
"25.9223";"58.131";"1.22139";"7.4653";"41.7639";"0.74722";"9.1861"
"25.9553";"58.139";"1.06528";"7.4002";"41.4056";"0.68889";"8.9778"
"26.0113";"57.584";"0.65667";"7.4197";"43.225";"0.69167";"8.3417"
"26.0191";"57.86";"0.74361";"7.3741";"42.4611";"1.66111";"8.5083"
"25.934";"58.029";"0.77167";"7.4088";"37.3778";"1.35";"11.2611"
"26.0501";"57.295";"0.463333";"7.2504";"48.1806";"1.44167";"6.0972"
"26.0256";"56.828";"0.443889";"7.1962";"49.7861";"-0.51111";"6.0778"
"25.8969";"57.375";"0.77833";"7.2635";"49.7333";"1.03056";"5.7167"
"25.7704";"58.692";"1.05639";"7.194";"47.625";"0.86944";"6.2028"
"25.7285";"59.373";"0.68694";"7.0746";"46.2486";"1.3";"6.1486"
"25.8522";"59.452";"0.65";"7.1007";"46.3444";"1.06944";"5.3167"
"25.9217";"59.512";"1.04722";"7.0812";"42.8334";"1.23611";"6.975"
"25.837";"59.617";"0.66972";"6.9444";"40.9139";"1.18056";"7.8167"
"25.7769";"59.407";"0.6";"6.8641";"42.1056";"1.62222";"8.0528"
"25.7394";"59.404";"0.55722";"6.7144";"41.3556";"1.60833";"8.4639"
"25.7075";"59.13";"0.97861";"6.6319";"39.5166";"0.94444";"9.6722"
"25.6758";"57.577";"0.80056";"6.582";"46.95";"1.15556";"7.8194"
"25.4674";"58.188";"0.70333";"6.6016";"47.8389";"2.03333";"4.42778"
"25.3947";"58.703";"0.86306";"6.4518";"46.2861";"1.42222";"6.4111"
"25.3398";"59.275";"0.483056";"6.3607";"42.5195";"2.28889";"7.5083"
"25.3121";"59.752";"0.308056";"6.2131";"39.5417";"1.80833";"9.3444"
"25.2817";"59.942";"0.330556";"6.1523";"40.6306";"1";"9.3472"
"25.0747";"60.605";"0.75278";"5.931";"43.7833";"1.40556";"7.6917"
"24.8012";"61.269";"0.72361";"5.8876";"44.4278";"1.12222";"6.15"
"24.8644";"60.905";"0.69583";"5.7943";"45.7972";"0.98333";"5.3778"
"24.8448";"61.513";"0.64778";"5.6814";"44.6639";"1.64722";"5.4806"
"24.8086";"61.839";"0.335556";"5.4839";"41.8389";"1.75";"5.8722"
"24.7352";"62.323";"0.347778";"5.3624";"39.8139";"1.53333";"8.475"
"24.6964";"62.829";"0.54583";"5.2648";"38.3806";"0.494444";"9.0028"
"24.714";"63.008";"0.60556";"5.2083";"31.3333";"1.42778";"12.8972"
"24.6261";"64.137";"0.3525";"5.1454";"29.1611";"0.63056";"14.2944"
"24.5658";"64.613";"0.96278";"5.0369";"32.7583";"-0.15";"12.225"
"24.5091";"65.066";"0.98028";"4.92838";"33.5722";"1.15556";"10.5833"
"24.3053";"64.385";"0.97194";"4.79383";"38.0571";"1.73429";"8.3229"
"24.2691";"64.07";"0.52972";"4.71137";"41.6278";"0.70278";"6.9889"
"24.3505";"63.429";"0.498889";"4.68532";"42.1371";"1.94286";"4.91143"
"24.3704";"63.338";"0.61556";"4.62673";"41.6555";"0.358333";"6.7306"
"24.3607";"63.572";"0.63639";"4.57465";"40.5055";"1.625";"7.3222"
"24.4058";"63.657";"0.446111";"4.5486";"40.95";"1.45278";"7.8833"
"24.4457";"63.865";"0.73667";"4.47699";"41.3444";"1.48333";"5.775"
"24.5087";"64.09";"0.63528";"4.51171";"39.4472";"0.113889";"7.1722"
"24.5725";"64.301";"0.72167";"4.45095";"40.5556";"1.48611";"5.1306"
"24.5649";"64.846";"1.00167";"4.52907";"36.2806";"1.68333";"7.275"
"24.2993";"65.072";"0.63611";"4.57465";"39.1";"1.24167";"6.6528"
"24.3544";"65.071";"0.545";"4.52473";"42.175";"2.86667";"4.70278"
"24.3802";"64.937";"0.73806";"4.44661";"41.1861";"0.033333";"5.6889"
"24.37";"65.316";"0.62667";"4.45963";"38.7195";"1.34722";"5.275"
"24.327";"65.353";"0.379722";"4.39018";"37.1945";"1.46667";"6.6667"
"24.3092";"65.418";"0.251389";"4.44227";"40.5778";"1.58056";"5.2361"
"24.3073";"65.307";"0.138056";"4.3381";"40.6861";"0.91944";"5.3333"
"24.3338";"65.63";"0.201667";"4.05164";"38.7667";"1.21111";"5.8778"
"24.2437";"66.123";"0.4825";"4.04513";"34.8917";"0.372222";"8.2833"
"24.3205";"66.217";"1.015";"3.97569";"36.8833";"1.32778";"7.3278"
"24.3047";"65.174";"0.64861";"3.95182";"42.6611";"0.83889";"5.1917"
"24.2988";"64.412";"0.5075";"3.96918";"43.3555";"0.416667";"4.61111"
"24.1947";"64.941";"0.378333";"4.04947";"38.875";"1.33333";"5.7389"
"24.0786";"65.499";"0.54361";"4.0039";"35.4083";"0.75833";"7.5639"
"23.9957";"65.869";"0.231389";"4.02343";"34.75";"1.475";"7.9972"
"23.9288";"65.699";"0.151667";"3.93663";"36.9333";"0.98333";"7.1278"
"23.9212";"65.808";"0.78056";"3.74782";"37.1444";"1.50556";"6.9889"
"23.7982";"66.527";"0.60361";"3.64366";"35.8055";"0.70833";"7.1278"
"23.7537";"66.756";"0.385833";"3.4223";"36.1417";"1.26111";"7.0972"
"23.694";"66.757";"0.385556";"3.37022";"37.4528";"1.92778";"5.4111"
"23.6204";"66.887";"0.64361";"3.27256";"39.3694";"1.29722";"5.0639"
"23.4857";"67.188";"0.494444";"3.18142";"38.95";"1.42222";"4.68333"
"23.3798";"67.744";"0.281111";"3.06857";"38.6861";"0.73611";"3.75"
"23.4169";"67.967";"0.311667";"2.96657";"38.2861";"1.08056";"4.16389"
"23.3761";"68.092";"0.74";"2.86024";"37.7944";"2.04722";"3.58056"
"23.3346";"68.437";"0.90806";"2.8559";"38.2472";"0.68333";"4.13056"
"23.4026";"68.349";"0.85278";"2.99261";"39.7305";"2.15278";"3.93889"
"23.497";"68.724";"0.74583";"3.02083";"39.7472";"1.35833";"3.38611"
"23.4926";"69.686";"0.92861";"3.02083";"38.4056";"1.00833";"4.11667"
"23.5653";"70.053";"0.79222";"2.97959";"37.4833";"0.475";"3.88333"
"23.5846";"70.206";"1.12556";"3.03819";"38.2667";"1.59722";"3.19444"
"23.4186";"70.104";"0.92444";"2.99044";"37.7167";"1.43333";"3.23333"
"23.4195";"70.286";"1.08472";"2.94053";"38.6778";"1.14444";"3.08056"
"23.3676";"70.33";"0.70222";"2.88845";"38.4639";"1.39722";"3.42222"
"23.3138";"70.374";"0.92";"2.80164";"40.2667";"0.86111";"3.03333"
"23.298";"70.397";"0.61944";"2.71701";"39.9194";"1.41667";"3.16389"
"23.2941";"70.426";"0.420833";"2.68011";"41.5083";"1.54167";"2.09444"
"23.3158";"70.554";"0.387222";"2.63237";"40.4222";"0.92222";"2.75"
"23.2986";"70.751";"0.57278";"2.48046";"39.8194";"0.71389";"2.88889"
"23.324";"70.984";"0.499444";"2.41753";"39.7667";"1.07222";"2.96111"
"23.3572";"71.189";"0.56972";"2.44791";"37.3472";"0.455556";"3.21944"
"23.1751";"71.268";"0.56806";"2.26779";"35.775";"0.58611";"3.88333"
"23.1059";"71.392";"0.471944";"2.24175";"33.725";"1.225";"4.33333"
"23.0484";"71.612";"0.53278";"2.2157";"34.5861";"1.20278";"3.74444"
"22.9128";"72.209";"0.60861";"2.20702";"35.1333";"1.15556";"3.28889"
"22.8945";"72.026";"0.5775";"2.11371";"36.2472";"1.34722";"2.51389"
"22.9019";"72.177";"0.57306";"2.08984";"35.3555";"2.24444";"1.06389"
"22.7795";"72.771";"0.76111";"2.08767";"34.4028";"1.57778";"2.58889"
"22.8969";"72.116";"1.50778";"1.97482";"38.4611";"1.29722";"2.40833"
"23.1048";"71.367";"1.20222";"2.02256";"39.8472";"1.20556";"1.31667"
"23.1734";"71.402";"1.25056";"2.05945";"39.7";"1.45";"2.21944"
"23.0289";"71.058";"1.21306";"2.11154";"40.3111";"1.70833";"2.05833"
"23.0595";"71.327";"1.06056";"2.20919";"38.5457";"2.53714";"1.81714"
"23.0013";"71.547";"0.89611";"2.23307";"38.5472";"0.53056";"3.14722"
"22.9703";"71.693";"0.56944";"2.23524";"38.6722";"0.86111";"1.43056"
"22.9327";"71.799";"0.85583";"2.24609";"38.4444";"-0.461111";"3.08333"
"22.9976";"71.622";"0.85917";"2.26128";"38.9528";"1.41944";"1.25833"
"23.0059";"71.571";"0.429167";"2.20268";"38.5222";"2.52222";"3.42778"
"22.9178";"72.086";"0.52361";"2.14843";"37.6222";"1.71389";"1.86944"
"22.9015";"72.375";"0.51222";"2.08767";"37.8472";"1.11389";"2.48333"
"22.8717";"72.616";"0.55111";"2.02039";"36.4639";"0.441667";"2.56111"
"22.8381";"72.467";"0.54833";"1.92925";"37.475";"1.31667";"1.84444"
"22.724";"72.712";"0.61722";"1.77517";"35.9278";"1.46667";"2.21667"
"22.6625";"73.896";"0.86972";"1.64279";"33.4667";"1.11389";"3.00278"
"22.5208";"74.199";"1.00944";"1.55381";"33.8222";"1.86389";"2.16667"
"22.3941";"73.981";"0.72556";"1.4605";"36.8222";"1.87222";"1.59444"
"22.3177";"74.099";"0.67917";"1.44313";"37.6222";"0.94444";"2.58611"
"22.3006";"74.08";"0.53194";"1.3151";"38.0361";"2.18611";"2.88889"
"22.2259";"74.607";"0.65278";"1.22829";"37.7111";"1.24722";"2.56111"
"22.2804";"74.672";"0.68556";"1.05685";"36.6429";"1.11714";"2.85714"
"22.3494";"74.684";"0.94944";"1.02647";"35.9";"0.65833";"2.28056"
"22.2591";"74.744";"0.74667";"1.03515";"34.8333";"0.92222";"2.69444"
"22.2747";"74.53";"0.6175";"1.0677";"34.6417";"0.65";"2.86111"
"22.2954";"74.558";"0.63306";"1.01128";"33.6944";"2.03056";"1.80833"
"22.3244";"74.59";"1.40111";"1.04166";"34.9861";"1.85278";"3.64445"
